example_id,gold_intent,query,rank,similarity,historical_case_id,historical_customer_message,historical_amazon_response
119,payment_unexpected_charge,@115821 Bought IphoneSE through credit card after converting payment in emi. But now realised it has still not converted. Means your system of converting in emi doesn’t work. Will have to pay heavy interest. Help,3,0.5907127261161804,1132119,@115850 purchased Redmi 4 from Amazon using Citibank credit card with No cost EMI. Now bank says it is not converted into EMI.,@386769 here: https://t.co/HPFaNq0oHC for more information. 2/2 ^AP
119,payment_unexpected_charge,@115821 Bought IphoneSE through credit card after converting payment in emi. But now realised it has still not converted. Means your system of converting in emi doesn’t work. Will have to pay heavy interest. Help,4,0.5495175719261169,1109474,@115850 can I buy a mobile on EMI through A debit Card,@381320 We've responded to your query here: https://t.co/9TRN2YPeEh. Kindly check. ^PS
119,payment_unexpected_charge,@115821 Bought IphoneSE through credit card after converting payment in emi. But now realised it has still not converted. Means your system of converting in emi doesn’t work. Will have to pay heavy interest. Help,5,0.5236282348632812,237716,@AmazonHelp Now I converted amount in to EMI for 9 months and paying interest too (1700) rs  thanks to Amazon,@172597 here: https://t.co/GIJyeYqKE0 and we'll reach out to you. (2/2) ^KA
120,return_refund,"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",1,0.7996267676353455,1019548,@AmazonHelp @115850 Pickup not completed since 14 days. Escalated issue many times on mail and call. Need my refund asap. Pathetic Service,@361238 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
120,return_refund,"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",2,0.7812706232070923,388419,@AmazonHelp Return pickup was scheduled for 8th Oct by @149473 with tracking ID 69956957825 but still not picked up. https://t.co/ZUcWEkEdsB,@207919 I'm sorry to know about that. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. (1/2)
120,return_refund,"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",3,0.76531982421875,421889,@115850 I am complain Amazon customerexecutive Telling me return &amp; refund request pickup schedule but 18 day completed but my pickup is notcomplete,@215499 I'm sorry about the pending return. Kindly drop in your details here: https://t.co/beaaDm0muc and we'll sort this out. ^GK
120,return_refund,"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",4,0.7647046446800232,2290756,Called thrice &amp; waited 10 days for pick up of a returned item. Now they need me to send it myself !! Pathetic service (Pickup tracking ID: 663753729675) Help me if you can @115850 @AmazonHelp https://t.co/AveGo1ZqrA,"@665394 I'm sorry about the pending reverse pick up. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll fix this for you. Please don't provide tracking details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
120,return_refund,"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",5,0.7584961652755737,2762139,"@AmazonHelp i have placed return complaint, please arrange a call to me i tired to call from past 2 hours its nt reachable.","@772752 I get your concern. As requested earlier, please reach out to our support team here: https://t.co/2t6DQoUmNZ we'll look into it and help you. ^AP"
121,delivery_delay,"@AmazonHelp It said would be delivered by 8 on the 11th. At 8 pm it changed to say by the 14 th. I called and your rep said sorry, that was the way it was going to be. YOU SHOULD HAVE SAID DELIVERY WOULD BE 14TH WHEN I PLACED THE ORDER! You should always under promise and over deliver. Smh.",1,0.8173505067825317,1240492,First time choosing @115821 same day delivery. Supposed to get it tonight. Now amazon doesnt know when i will get it: may be 13 or 14??? https://t.co/nQKsQ98RsD,@410966 Very sorry to hear about the delay in your order. Please do reach out to us if the order is not with you within the dates provided to you. ^CR
121,delivery_delay,"@AmazonHelp It said would be delivered by 8 on the 11th. At 8 pm it changed to say by the 14 th. I called and your rep said sorry, that was the way it was going to be. YOU SHOULD HAVE SAID DELIVERY WOULD BE 14TH WHEN I PLACED THE ORDER! You should always under promise and over deliver. Smh.",2,0.8130438327789307,824076,@AmazonHelp I pre-ordered this in August and it should be delivered on the 13th as advertised but why is mine being delivered on the 14th https://t.co/HxQh60b3Jk,@316300 I'm sorry for the wait! What delivery date is shown in your order confirmation e-mail here: https://t.co/z75Pdbk9jG? ^JM
121,delivery_delay,"@AmazonHelp It said would be delivered by 8 on the 11th. At 8 pm it changed to say by the 14 th. I called and your rep said sorry, that was the way it was going to be. YOU SHOULD HAVE SAID DELIVERY WOULD BE 14TH WHEN I PLACED THE ORDER! You should always under promise and over deliver. Smh.",3,0.7653840780258179,1391009,"@AmazonHelp DPD, they sent me a text at 10:07 saying they would deliver my Amazon order between 11:28 and 12:28",@443528 Thanks for the info! Please contact us directly so we can discuss available options with you:  https://t.co/JzP7hlA23B ^MW
121,delivery_delay,"@AmazonHelp It said would be delivered by 8 on the 11th. At 8 pm it changed to say by the 14 th. I called and your rep said sorry, that was the way it was going to be. YOU SHOULD HAVE SAID DELIVERY WOULD BE 14TH WHEN I PLACED THE ORDER! You should always under promise and over deliver. Smh.",4,0.7646483182907104,511682,"@AmazonHelp yesterday the order said due today, the tracking showed it on the way right up to the point it said it was not coming (8pm), but was told deliveries were up to 9pm, it didnt come, today when my deliveries did not arrive by 8 i was told deliveries could be until 9:30","@237635 I'm so sorry for this poor experience, Dominic. This is not what we strive for! I'd like a member of our team to look into this personally. Please provide your details here and we'll be in touch: https://t.co/GukgZYC5TG ^HS"
121,delivery_delay,"@AmazonHelp It said would be delivered by 8 on the 11th. At 8 pm it changed to say by the 14 th. I called and your rep said sorry, that was the way it was going to be. YOU SHOULD HAVE SAID DELIVERY WOULD BE 14TH WHEN I PLACED THE ORDER! You should always under promise and over deliver. Smh.",5,0.7608546018600464,447247,@AmazonHelp It was supposed to get here by 8. Said Out for Delivery at 7:30. It is now 10:30 and it never was delivered.,"@220943 I'm sorry to hear you didn't receive your package. What does the latest tracking show, you can confirm here: https://t.co/Y5jpI9gRhE. ^SY"
122,account_access,@115850 why is there login problem? I have chngd my pwd 4 times till now and triedsigning in. still same error.. pwd incorrect.,1,0.6092125773429871,1391817,@115830 unable to login to my account! I have tried changing my password but it still says its incorrect despite just changing it! help?,@443715 Sorry for the troubles! Please contact us here: https://t.co/zYVX1Qi29G so we can look into this! ^AB
122,account_access,@115850 why is there login problem? I have chngd my pwd 4 times till now and triedsigning in. still same error.. pwd incorrect.,2,0.5871708393096924,2843794,@115821 every time I try and log in I get this screen. Please note this is not the incorrect password screen. https://t.co/FoKwPUvHBh,@683093 I'm sorry for the trouble. Have you tried uninstalling/installing the app and restarting the device? Are you also seeing the same error message in a web browser? ^CS
122,account_access,@115850 why is there login problem? I have chngd my pwd 4 times till now and triedsigning in. still same error.. pwd incorrect.,3,0.5781581401824951,863926,"@115821 Im using my correct password and it says ""Password incorrect"" when signing in. so i rest my password and says the same thing?!?!","@325163 I'm sorry about the account trouble, Tio! Which Amazon site are you having trouble with? ^LB"
122,account_access,@115850 why is there login problem? I have chngd my pwd 4 times till now and triedsigning in. still same error.. pwd incorrect.,4,0.5718331336975098,740450,@115850 have logged out and dont remember the pswd. Forgot pswd is not helping as it is not taking my registered no.or mail id.Please help,@297081 We'd like to help. Kindly get in touch with us here: https://t.co/TK4yevTaND ^AK
122,account_access,@115850 why is there login problem? I have chngd my pwd 4 times till now and triedsigning in. still same error.. pwd incorrect.,5,0.5701059699058533,2496037,"@115821 Having trouble signing in, saying password incorrect. Changing password doesn't resolve this. Little help? Thanks! &lt;3",@712357 Hmm well that is not good! Let's look into this further! Contact us here: https://t.co/hApLpMlfHN ^CN
123,technical_product_issue,"@AmazonHelp hello! I’m getting internet connectivity problem message, but that’s not true. Can u help?",1,0.7911705374717712,191598,@AmazonHelp Its showing issue w/ connection,"@161034 Please try removing the app, restarting your phone, and then redownloading the app. Let us know if this works. ^VS"
123,technical_product_issue,"@AmazonHelp hello! I’m getting internet connectivity problem message, but that’s not true. Can u help?",2,0.7621043920516968,1576234,@AmazonHelp So it's not my connection,"@485637 Hmmm...that certainly is odd. When you can, please reach us here so we can troubleshoot in real time: https://t.co/hApLpMlfHN ^BL"
123,technical_product_issue,"@AmazonHelp hello! I’m getting internet connectivity problem message, but that’s not true. Can u help?",3,0.7551697492599487,1602374,@AmazonHelp Going thorough various issues and having pathetic service. Not able to connect. Plz call @65356,"@491846 Hi, I'm sorry for any trouble. Please connect with us from here: https://t.co/2t6DQoUmNZ ^RW"
123,technical_product_issue,"@AmazonHelp hello! I’m getting internet connectivity problem message, but that’s not true. Can u help?",4,0.7433191537857056,136824,"@AmazonHelp I have, and tried restarting the internet router too :)",@142554 Hrm. That is very curious! It sounds like that app isn't the issue. Have you had an opportunity to contact the manufacturer of the television about this issue yet? That may be the next step we need to tackle! ^JD
123,technical_product_issue,"@AmazonHelp hello! I’m getting internet connectivity problem message, but that’s not true. Can u help?",5,0.7124218940734863,2192487,@AmazonHelp no i can't connect. i'm sick of this.,@641730 Have you tried linking your Twitch account using a different device/browser? You may also want to try clearing your browser data before attempting this again. ^BA
124,order_cancellation_modification,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",1,0.753305196762085,561647,"@AmazonHelp @115830 hey Amazon, do you think you’ll ever deliver my Nintendo Switch bundle from Cyber Monday? It’s kinda been 5 days and I’m still waiting... also it’d be fantastic if the managers in Customer Services called back when they said they would.","@251432 I'm so sorry your order hasn't arrived! We'd like to help if we can. Please let us know the latest tracking scan shown here: https://t.co/ijxJ9jCwr9. When you spoke with us previously, what options or information were provided? Did we miss a promised follow-up call? ^JN"
124,order_cancellation_modification,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",2,0.6548920273780823,351651,"@AmazonHelp @AmazonHelp well played, cancelled the order and increased its price...",@199648 Pricing and offers are decision of the sellers. The prices available currently are the best which we can offer.  ^SB
124,order_cancellation_modification,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",3,0.6491764783859253,174524,@115830  whats going on with your Nintendo Switch Mario deal.  Website keeps saying it is in stock yet when i go to pay it fails. very disappointing.,"@156629 What is the error message you get? Try clearing your cache and cookies, or using a different device, browser or app. Keep us posted!  ^AF"
124,order_cancellation_modification,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",4,0.6476277112960815,1953430,@AmazonHelp Order again but at twice the price. You might insinuated I'm stupid on live chat but I'm certainly not stupid and won't be ordering again,"@579940 Hi, I understand you were sent the wrong item twice. We would have to look into this more closely, hence why we are unable to replace it. The refund will take 5-7 business days to process. Is the item available from any other sellers?  Apologies once again ^CR"
124,order_cancellation_modification,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",5,0.6446139812469482,76003,@AmazonHelp when you guys think you’re gonna ship my nintendo switch? 😫,"@133011 Thanks for reaching out to us today! Has your item missed the delivery date provided in the order confirmation e-mail?  Please let us know, we're here to help in any way we can! ^AZ"
125,package_not_received,What's going on @115821? Q40702658884 Has NOT been delivered despite your tracking info saying it has. Why do you keep losing our packages?,1,0.753825843334198,2316614,@115850 I have received package delivered notification but yet no package is received by me. Tracking # 216265638418,"@671684 Apologies for the incorrect tracking update. Have you reported this to our support team here: https://t.co/rS49hgaADF? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^VH"
125,package_not_received,What's going on @115821? Q40702658884 Has NOT been delivered despite your tracking info saying it has. Why do you keep losing our packages?,2,0.7535901069641113,1219154,"@3375 failed again to deliver package. Tracking says it was delivered, but after waiting all day, nothing. @115821",@406042 So sorry to hear! Here's some tips to check for missing orders: https://t.co/SVhkLKD0VW Let us know if you need any more help. ^CM
125,package_not_received,What's going on @115821? Q40702658884 Has NOT been delivered despite your tracking info saying it has. Why do you keep losing our packages?,3,0.7520658373832703,419420,@115850 how come my package was delivered saying that I recieved it? This is scary. Please explain this  tracking I'd 210166006765,"@215023 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.(2/2)^MN"
125,package_not_received,What's going on @115821? Q40702658884 Has NOT been delivered despite your tracking info saying it has. Why do you keep losing our packages?,4,0.7483488321304321,1401461,@115821 so a package was supposed to be delivered today. Tracking last shows it left on Thursday but nothing since and package not at home any ideas?,"@445856 Thanks for reaching out, Steve! We're here to help! Who was the carrier of your order? Please check here: https://t.co/Y5jpI9gRhE ^FD"
125,package_not_received,What's going on @115821? Q40702658884 Has NOT been delivered despite your tracking info saying it has. Why do you keep losing our packages?,5,0.7434054017066956,1108247,"WTF @115821 your delivery service sucks. 2-day delivery was supposed to be here today. Last tracking update was 11/4.
Where’s my stuff?",@381552 I'm sorry you haven't received your order. Please reach out to us and we'll be glad to assist: https://t.co/hApLpMlfHN ^FJ
126,payment_unexpected_charge,Seems like I'm just catching mistakes from every company. @115821  @AmazonHelp is there a reason my payments to you guys have been steadily increasing when I'm supposed to be on the $10.99 monthly plan? Never received any notice of an increase... https://t.co/wMbFQvS8JZ,1,0.6957365870475769,467505,@AmazonHelp Is it a joke???  Even after 3 weeks Amazon can't repay my amount that also after so many promises by @115850 @AmazonHelp,@226277 I'm sorry for the trail with your concern. We'll not be able to access your account from Twitter. 1/2 ^MJ
126,payment_unexpected_charge,Seems like I'm just catching mistakes from every company. @115821  @AmazonHelp is there a reason my payments to you guys have been steadily increasing when I'm supposed to be on the $10.99 monthly plan? Never received any notice of an increase... https://t.co/wMbFQvS8JZ,2,0.6743746995925903,232384,@115850 Mismatch on payment amount.Lot of software bugs in placing order during the #AmazonGreatIndianFestival @115850 @AmazonHelp https://t.co/pEd6wCUoUb,@190803 Sorry about that. Kindly get in touch with us here: https://t.co/07lSybwLSW and we’ll be glad to help you. ^AG
126,payment_unexpected_charge,Seems like I'm just catching mistakes from every company. @115821  @AmazonHelp is there a reason my payments to you guys have been steadily increasing when I'm supposed to be on the $10.99 monthly plan? Never received any notice of an increase... https://t.co/wMbFQvS8JZ,3,0.669437050819397,312582,"@115850 @AmazonHelp I accidently add almost 10K to amazon pay as the updated balance not reflecting. Pls revert my money in bank account.
@115851",@190649 That's an unpleasant experience you've had with us. Please reach us via (1/2) ^VM
126,payment_unexpected_charge,Seems like I'm just catching mistakes from every company. @115821  @AmazonHelp is there a reason my payments to you guys have been steadily increasing when I'm supposed to be on the $10.99 monthly plan? Never received any notice of an increase... https://t.co/wMbFQvS8JZ,4,0.6653484106063843,80541,@AmazonHelp What the hell is this? How come a bank comes into the picture where I paid the whole amount from my Amazon Pay Balance? Make yourself aware about your own Amazon Pay Balance otherwise you can't help anyone.,"@133883 I'm sorry about the previous Tweet, we would like to know your concern in detail. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll take necessary actions to make things right. ^MJ"
126,payment_unexpected_charge,Seems like I'm just catching mistakes from every company. @115821  @AmazonHelp is there a reason my payments to you guys have been steadily increasing when I'm supposed to be on the $10.99 monthly plan? Never received any notice of an increase... https://t.co/wMbFQvS8JZ,5,0.664053201675415,1058840,@AmazonHelp Hi I’ve noticed that you guys still keep taking payments from my account when I haven’t ordered anything can you help?,@369985 Hey Chloe. Can you confirm the amount of the charge in question? Is it a monthly or weekly charge? ^TP
127,return_refund,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,1,0.7242584824562073,120199,"@AmazonHelp In general words, I'll get the amount back in my bank account?","@142685 If the payment is done using credit/debit card or via net banking account, the refund will also go to the same mode of payment. ^MK"
127,return_refund,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,2,0.720417857170105,1384046,@AmazonHelp Can I DM you?,@366642 Yes you can DM. But do not post any personal info. ^PK
127,return_refund,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,3,0.720417857170105,2508101,@AmazonHelp Can I DM you?,@715039 I've enabled DM. Please let us know what's going on without sharing any personal or account specific information. ^EZ https://t.co/1XyLaGkcaN
127,return_refund,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,4,0.720417857170105,2308640,@AmazonHelp Can I dm you?,@669641 Absolutely! Please DM us at your convenience. ^BE https://t.co/1XyLaGkcaN
127,return_refund,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,5,0.716011643409729,1283824,@AmazonHelp I’ve sent you a DM please respond,@420316 We've received your DM and responded there! Thanks for bringing this to our attention. ^SA
128,other_unclear,"Nearly the best scam email I’ve received

Almost perfect bar the email address and the last Tuesday 19th of October was in 2010 @AmazonHelp https://t.co/h69SJUSsdK",1,0.77517169713974,434476,"@AmazonHelp Thank you so much, just wanted to make sure wasn't scam",@218237 You're welcome! We enjoy helping our customers. Feel free to reach out if you have questions in the future. ^JF
128,other_unclear,"Nearly the best scam email I’ve received

Almost perfect bar the email address and the last Tuesday 19th of October was in 2010 @AmazonHelp https://t.co/h69SJUSsdK",2,0.7656564712524414,354052,@AmazonHelp Here is a phishing fraud email for you to be aware... ! https://t.co/IR1RpMRVPR,"@200173 Hi, yes that email is not from us, you can find more info and how to report here: http:https://t.co/ccUoiqjMrW. ^JJ"
128,other_unclear,"Nearly the best scam email I’ve received

Almost perfect bar the email address and the last Tuesday 19th of October was in 2010 @AmazonHelp https://t.co/h69SJUSsdK",3,0.756210446357727,1506876,"@AmazonHelp Send it to me now Fraudsters, You cheap scammers..",@360907 I understand your disappointment. You might have received an E-mail correspondence from us. (1/2) ^MO
128,other_unclear,"Nearly the best scam email I’ve received

Almost perfect bar the email address and the last Tuesday 19th of October was in 2010 @AmazonHelp https://t.co/h69SJUSsdK",4,0.7555954456329346,234861,@AmazonHelp @12003 ... surprise surprise #scam https://t.co/LvDb8NkG95,"@171585 Hi, thanks for highlighting this. ^JJ"
128,other_unclear,"Nearly the best scam email I’ve received

Almost perfect bar the email address and the last Tuesday 19th of October was in 2010 @AmazonHelp https://t.co/h69SJUSsdK",5,0.7523431777954102,2613313,@AmazonHelp is this a legit email? https://t.co/ndAH9rLO4V,"@553198 Hey, this is not a legitimate email. You can report these phishing emails to us: https://t.co/UiCqRI6tky ^PJ"
129,payment_unexpected_charge,@AmazonHelp They were then charged again yesterday as part of the £85.13 https://t.co/TBpwWnyTMZ,1,0.7688400745391846,382591,@AmazonHelp That's the last email off them and i did get charged https://t.co/i4txzPbxas,"@142281 Pls contact us so we can clarify the cancellation, charge and refund:   https://t.co/JzP7hlA23B ^TD"
129,payment_unexpected_charge,@AmazonHelp They were then charged again yesterday as part of the £85.13 https://t.co/TBpwWnyTMZ,2,0.7547382116317749,1028995,"@AmazonHelp it's not the bank, because the day after I talked to Amazon about the charges they disappeared. but then today I got charged again.",@363470 How many days has your order been missing? Did we ask you to wait for a certain period before we could refund? ^AM
129,payment_unexpected_charge,@AmazonHelp They were then charged again yesterday as part of the £85.13 https://t.co/TBpwWnyTMZ,3,0.7351381182670593,2456008,"@AmazonHelp 
Can you tell me where the extra £1 I've been charged comes from please? https://t.co/Oa9sJB7SQ8","@703542 Sure, you can click here to find out more: https://t.co/9Y8g6FOK8g.  ^SY"
129,payment_unexpected_charge,@AmazonHelp They were then charged again yesterday as part of the £85.13 https://t.co/TBpwWnyTMZ,4,0.7149627804756165,1491772,@AmazonHelp I have spent an hour on hold with amazon this morning just so someone can look at why I have been charged for something I shouldn't. Great 👍,"@466440 Sorry to hear that, did the agent explain why it is taking longer than usual? ^JJ"
129,payment_unexpected_charge,@AmazonHelp They were then charged again yesterday as part of the £85.13 https://t.co/TBpwWnyTMZ,5,0.7145838141441345,2720450,"@AmazonHelp @115821 Hi Amazon, you have charged me three times for one checkout, taking £254 when you should only be taking £84.98..","@763352 Hi Adam, if you check your bank statement, are those charges pending or have they been taken out? ^MA"
130,order_cancellation_modification,@AmazonHelp @AmazonHelp Can I cancel it? No point in it arriving tomorrow.,1,0.9172106981277466,1042286,@AmazonHelp Can i just cancel the order?,"@366437 If the order is with a seller, please contact them requesting the cancellation. ^MC"
130,order_cancellation_modification,@AmazonHelp @AmazonHelp Can I cancel it? No point in it arriving tomorrow.,2,0.8990079164505005,1586740,@AmazonHelp Just to cancel it or wait :/,"@298108 We usually only charge within 24 hours of dispatch, you may have seen an authorisation: https://t.co/OfXFDqidko. ^JJ"
130,order_cancellation_modification,@AmazonHelp @AmazonHelp Can I cancel it? No point in it arriving tomorrow.,3,0.8964393138885498,461299,@AmazonHelp So can you assist me with canceling this order?,"@209029 I'm sorry, we don't have access to your account or order details through Twitter. Please contact us through the link provided by ^EZ. We'd love to help in any way we can! ^MB"
130,order_cancellation_modification,@AmazonHelp @AmazonHelp Can I cancel it? No point in it arriving tomorrow.,4,0.89313805103302,1387287,@AmazonHelp shall I cancel the order,@442793 Sorry for the inconvenience. Please contact our support team here: https://t.co/vlvfJr4nN9 we will assist further. ^GU
130,order_cancellation_modification,@AmazonHelp @AmazonHelp Can I cancel it? No point in it arriving tomorrow.,5,0.8800407648086548,2841703,@AmazonHelp I need help canceling a order,"@790705 You can make changes to your order here: https://t.co/Y5jpI9gRhE If you still need assistance let us know, we are here to help! ^DJ"
131,tracking_delivery_status,@AmazonHelp What is the latest update,1,0.9610680937767029,65633,@AmazonHelp What's the update,"@131026 Hey, we are following up on this. We will get back to you once there is an update. ^VN."
131,tracking_delivery_status,@AmazonHelp What is the latest update,2,0.9610680937767029,65628,@AmazonHelp What's the update,"@131026 Hey, this being a social platform we'll not be able to share the details here. Kindly check your email for further update. ^HD"
131,tracking_delivery_status,@AmazonHelp What is the latest update,3,0.9548972845077515,1223019,@AmazonHelp Whats the update,"@406982 Sorry for the delay, Fareed. Kindly reply to the email sent for an update on this ^KS"
131,tracking_delivery_status,@AmazonHelp What is the latest update,4,0.9259495735168457,572396,@AmazonHelp Update?,"@254493 We're right on it, Mohit.Request you to wait for an update from our team. Appreciate your patience. ^MN"
131,tracking_delivery_status,@AmazonHelp What is the latest update,5,0.923699676990509,1436662,@AmazonHelp Any update?,@453313 We've responded to your concern here: https://t.co/8DAc10S7ww. Kindly reply to it. We'll check this further. ^VN
132,order_cancellation_modification,"@AmazonHelp please help. I need to cancel or re-route an order that was ordered by mistake! It just was ordered yesterday, and just shipped today!!",1,0.863166093826294,503497,@AmazonHelp @115830 I have accidentally put an order through and I cannot cancel it please can someone help? Thank you,@235324 I'm afraid we can't view orders here on Twitter but please reach out to us directly so we can take a look: https://t.co/JzP7hlA23B ^BG
132,order_cancellation_modification,"@AmazonHelp please help. I need to cancel or re-route an order that was ordered by mistake! It just was ordered yesterday, and just shipped today!!",2,0.8531190156936646,426643,@AmazonHelp it’s not letting me cancel my order please help?,"@216472 Hi, Is the order sold by a Marketplace seller or Amazon directly? ^AT"
132,order_cancellation_modification,"@AmazonHelp please help. I need to cancel or re-route an order that was ordered by mistake! It just was ordered yesterday, and just shipped today!!",3,0.8502208590507507,2841703,@AmazonHelp I need help canceling a order,"@790705 You can make changes to your order here: https://t.co/Y5jpI9gRhE If you still need assistance let us know, we are here to help! ^DJ"
132,order_cancellation_modification,"@AmazonHelp please help. I need to cancel or re-route an order that was ordered by mistake! It just was ordered yesterday, and just shipped today!!",4,0.8487401604652405,461299,@AmazonHelp So can you assist me with canceling this order?,"@209029 I'm sorry, we don't have access to your account or order details through Twitter. Please contact us through the link provided by ^EZ. We'd love to help in any way we can! ^MB"
132,order_cancellation_modification,"@AmazonHelp please help. I need to cancel or re-route an order that was ordered by mistake! It just was ordered yesterday, and just shipped today!!",5,0.8469147086143494,2611551,"@AmazonHelp I cancelled my order but thanks anyway, just super frustrated!",@738463 Apologies again Jess. If there is anything else we can help with just let us know. ^BZ
133,prime_membership_benefit,"@AmazonHelp No, none. What’s the point in paying for prime when you don’t receive your items the next day as stated?",1,0.8489665985107422,2318306,What is the point in paying prime if you're not going to deliver my items next day @115830 . Last 3 items I've ordered have all been 3-4 day deliverys now!!,"@672053 Has a reason been provided for these delays? Have you noticed if this is happening with a particular carrier, or does it seem to be happening with all carriers? ^KM"
133,prime_membership_benefit,"@AmazonHelp No, none. What’s the point in paying for prime when you don’t receive your items the next day as stated?",2,0.8137996196746826,1456283,@AmazonHelp Whats the point in paying for prime?,"@458014 I understand your frustration! Typically, late packages arrive the next business day. Please keep us posted on the status. ^KB"
133,prime_membership_benefit,"@AmazonHelp No, none. What’s the point in paying for prime when you don’t receive your items the next day as stated?",3,0.8133119344711304,493487,@AmazonHelp You guys told me to contact you if my package doesn't arrive by Friday.  This is insane.  The date of delivery has been changed three times now.  I'm getting very frustrated. What's the point in paying for prime if I don't revieve the benefits? https://t.co/4uKPlXlGsy,@232643 We'd like to take a closer look into the delivery. Please contact us here: https://t.co/hApLpMlfHN ^LI
133,prime_membership_benefit,"@AmazonHelp No, none. What’s the point in paying for prime when you don’t receive your items the next day as stated?",4,0.8100465536117554,2592148,Hey @115821 what’s the point of paying for prime if it still takes 4-5 days to get my stuff?,@734120 I'm sorry for any trouble! Have we missed a delivery date provided in your order confirmation email? We'd like to help! ^BL
133,prime_membership_benefit,"@AmazonHelp No, none. What’s the point in paying for prime when you don’t receive your items the next day as stated?",5,0.8095860481262207,2299746,here I go again with delivery issues from @AmazonHelp . Why do I pay for Prime when the stuff won't arrive next day or 2 day as promised??? WHY???,@667490 I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with? ^ZW
134,return_refund,"@115850 My request to return Samsung charger Hz nt bn  resolved still now.No pick up agent.contacted
Order Details #405-5931534-9293161",1,0.6407484412193298,2741863,Order a phone from @115821.. got a faulty charger. Visited @951 service centre and they spent 1 hour to inspect my phone and are going to charge me inspection fee as well. Either it was just a bad day or an unlucky purchase.,@768051 Apologies for the trouble you're facing. Please connect with us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SM
134,return_refund,"@115850 My request to return Samsung charger Hz nt bn  resolved still now.No pick up agent.contacted
Order Details #405-5931534-9293161",2,0.6403677463531494,2452867,@AmazonHelp ordered smartphone ID 405-8670856-7943569 charger is not working . called manf. and amzon .no one taking responibility,@702772 We responded to your query on DM. Kindly check. Please don't provide your order details (1/2)^SQ
134,return_refund,"@115850 My request to return Samsung charger Hz nt bn  resolved still now.No pick up agent.contacted
Order Details #405-5931534-9293161",3,0.617837131023407,1557285,"@115850 @AmazonHelp

I've ordered for a laptop charger long back, but I'll be traveling post Monday 7am. Please help","@182581 Have you tried contacting our support team? If no, please contact us here: https://t.co/vlvfJrlYEH so we can assist you. ^PJ"
134,return_refund,"@115850 My request to return Samsung charger Hz nt bn  resolved still now.No pick up agent.contacted
Order Details #405-5931534-9293161",4,0.6148042678833008,858780,"@AmazonHelp So I contacted Samsung CZ and they wouldn't replace the charger or the cable
simply because I bought it online from you guys
please fix this",@323903 I'm sorry for the trouble with the charger! Have you contacted us previously about the order? If so what insight did we provide? ^TG
134,return_refund,"@115850 My request to return Samsung charger Hz nt bn  resolved still now.No pick up agent.contacted
Order Details #405-5931534-9293161",5,0.5986555218696594,607395,"@115850 Need help in tacking my order #404-3273055-3525901. The amazon agent isn't picking the call. And when I call the customer care, it says there are no orders associated with my mobile number.","@264346 Sorry to know you're having trouble with the delivery of your order, kindly connect with our support team via phone, chat or email here: https://t.co/TdDksLo6Mf. We'll look into it. 1/2 ^PS"
135,order_cancellation_modification,@AmazonHelp @115850 I want compensation for cancelling my Order # 405-0487010-7723553.,1,0.8537247180938721,2528247,"@AmazonHelp an i would also like to cancel this order of mine 
Order # 171-0731348-872034","@719851 I'm sorry we'll not be able to access your account here. Kindly reach out to us here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. Also, don't provide your order details, as we consider it to be personal information. Our Twitter page is public. ^AU"
