case_id,customer_message,amazon_response
108105,"@AmazonHelp Nous faison quoi la ? Jai quand meme paye le supplément pour être livré samedi. Si javais voulu etre livré mardi, pas besoin de payer de supplément... Si ?","@139999 N'ayant pas accès à votre compte via Twitter, je vous invite à contacter notre SAV en cliquant sur le lien suivant : https://t.co/qzuu0dgDXz
^MD"
108108,"@AmazonHelp Es vuestro y me consta en la pagina que llego al destino a las 20:30 de ayer, es decir ASM y que hoy estaba en reparto.",@140000 Gracias por la información. En este caso para brindarte atención personalizada puedes ponerte en contacto con nuestro servicio al cliente a través del siguiente enlace: https://t.co/OjvUxwnzPe. ^MZ
108109,@AmazonHelp @130709 He mandando un mail a la direccion que pone en la pagina y sin contestacion hasta el momento.,"@140000 Cristina, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utiliza nuestra plataforma? ^LC"
2205257,"@AmazonHelp Hi, where can I find my carrier for an order? That page just provides a list",@394643 You may find your order/carrier information located within your order details via this link: https://t.co/aaDyEz1VgE ^WM
1156690,@AmazonHelp  been waiting on a refund from you guys since Friday do you know how long this will be,@392098 Hi there! I'm sorry for the wait on your refund! You can learn about how long they take here: https://t.co/hFQ5lAtSgT ^WJ
1680977,@AmazonHelp I keep being charged for something from Amazon and I'm not sure what or why. Please help,"@511112 I'm sorry for the unexpected charges, Charlotte! What's the amount of the charges, and is there any descriptor on them? ^WJ"
1680974,@AmazonHelp what is the point in ore ordering a dvd if you don’t get it to me on it’s release date?,@511111 Some items aren't avail for Release Day Delivery. Are we missing the delivery date listed in your order confirmation e-mail? ^RA
108118,"@115821 a quien reclamo un paquete que tenia que llegar hoy, que se supone esta en reparto de @130709 desde las 9:12 y son las 20:33 y aun no ha llegado?","@140000 Hola Cristina, lamentamos el inconveniente. ¿Has conseguido hablar con @130709  para verificar lo que ocurrió con tu pedido? ^DA"
108132,@AmazonHelp But I thought Prime membership meant next day?,"@140005 Prime Benefits include One-Day delivery, which takes one business day after dispatch, including Saturdays but not public holidays. A full list of benefits can be found here: https://t.co/pQ1cdHx78b ^MB"
2205287,When your straighteners die halfway through doing your hair &amp; Amazon Prime Now comes to the rescue #AmazonPrime #GHD https://t.co/x2LwHFB9yd,@644802 Looks like you're going to have frizz free hair in the near future! Have a good hair day 💁 ! ^AF
108143,@117804 Comprei ;),"@140415 Nay, ótimo! você vai ficar namorada do Kindle! 😍 ^AG"
108150,@117804 Acabei de comprar mas só estará em estoque a partir do dia 18/12 OMG previsto para chegar pra mim no natal... Já estou ansiosa.,"@132998 Olá, Ianê! Que bom que você conseguiu aproveitar as promoções! Agora é só esperar mais um pouquinho! Nos envie uma foto assim você receber seu Kindle, para dividir a felicidade. :3 ^CR"
1156723,@AmazonHelp I’m trying to buy something,"@375571 We are here to help, Riley! Without including personal information, could you tell us which step is causing this issue? ^HM"
2205302,"Love that Hermes think “a safe location” is thrown over a 6 foot fence, thanks @115830 ☹️ #christmaspresent #howdoicomplain","@644805 Oh no! This certainly isn't what we strive for. We're unable to view your Amazon account details via Twitter, but we'd like to help in real-time, via phone or chat here: https://t.co/JzP7hlA23B ^NN"
108153,"@AmazonHelp Ah, acho que o ""O Mínimo..."", pois gosto de ensaios. Mas o outro vem em seguida.","@140008 Boa escolha! Tomara que você curta muito a leitura dos seus novos livros, Alexandre! :3 ^CR"
108163,"começou, já tem desconto nos Kindles, galera. já pra @117086 garantir o seu melhor gadget...",@140010 Boa tarde Lucia! Você já conferiu as promoções no nosso site? Tem muita coisa boa! 😍🎁👏  ^JJ
108162,@AmazonHelp Melhor loja. 😍😍😍😍,@140010 Porque temos os melhores clientes ! 😇 ^AG
108170,Pensando em me dar um Kindle Paperwhite de presente! Acabei de ver o twitt da @117804 que está no #blackfriday &lt;3,"@140012 Olá, Mitcheia! Conte para nós, você vai aproveitar da promoção?. 🤔😃 ^NB"
1156750,"@119356 https://t.co/JNCu7tB9WY
is this a joke?","@392111 Sorry about this experience with your order, Ranjit. I'd like to take a closer look. 1/2 ^HD"
1156749,@AmazonHelp Been there done that: saying that your service levels are appalling would be an understatement. Need to speak to real person &amp; not a bot,@392111 Please fill your details in the link and our team will look into it. ^NR
108177,"@132703 Son las 19:29, a las 20 termina el reparto, creen q llegara hoy, o ya para la semana q viene le vendra bien dejar el regalo??? @115821 @AmazonHelp","@140000 Cristina, por favor, mantennos al tanto sobre la entrega de tu producto. ^CR"
803048,"@AmazonHelp So, ich habe das Formular jetzt zum 2ten Mal ausgefüllt. Und muss wieder 12 Std auf Hilfe warten?! 7 Tage - krieg ich eigentlich Rabatt?","@194202 Haben wir erhalten. Wie bist du denn mit unserem zuständigen Kollegen verblieben, seit der letzten Kontaktaufnahme? ^SK"
894606,@AmazonHelp It does not say out for delivery. At all. 2/2,@332415 It's not uncommon for an item to ship on the same day it's delivered. Let us know if you don't get that by 10pm tonight. ^TK
108188,@AmazonHelp It was supposed to be delivered to my office by 3pm.  Office is closed for the holidays now!,@140014 Was our carrier made aware of your business hours?  ^AG
2205338,@AmazonHelp it's all good...i just picked the wrong shipping option.  I just want to play the fractured but whole sooner rather than later. lol,@644815 Keep us posted on the order's delivery. We want to make sure it arrives without further issue.  ^EP
894618,@AmazonHelp say they can't? Wtf is that about? I emailed them BECAUSE THEY TOLD ME TO. Ffs.,"@332417 This certainly isn't what we like to hear, Aisling! When you contacted us, what information/options were provided? ^HC"
108192,@115821 Amazon Logistics is a nightmare! They completely ignore shipping instructions and never deliver on time.  And... I've been waiting a week for a package with 2 day guaranteed delivery,"@140014 Oh no, Sue! We'd like to look into this together. Please give us some extra details here: https://t.co/QHCkNVbQNt and we can get this to the appropriate team! ^MT"
370333,@115850 As per terms and condition once during offer period which makes me elegible. https://t.co/ed1sN50Hdv,@168020 We'd like to know more about this. Could you elaborate on your concern? ^HD
21505,@118919 @115850 @120697 Send my product saurabh nayak lalitpur,@694406 Kindly let us know more about your so that we can assist you accordingly. ^SH
370344,Sérieusement @120533 ?? https://t.co/cQNjh7pMuO,"@203706 Bonsoir, je suis désolé pour cela :\ Vous pouvez demander le retour de l'article en ligne via : https://t.co/ERzw8enVXq ^MH"
108211,@AmazonHelp 4 of december. My question is if there is a problem with my order,@140020 We understand that you want to make sure your order is okay and we do want to assist! What is showing for the current status of the order? Order status can be located here: https://t.co/aaDyEz1VgE ^TE
108225,"@AmazonHelp Thank you but I just spent 2 hours on the phone with the Customer protection department and they can’t guarantee my money back but gave me the email to contact the fraud department. It was digital merchandise and according to your restrictions, a guarantee claim won’t work.","@140023 I know this is frustrating, it will just take some time to sort it out. Elena, let us know what the fraud department tells you! ^DA"
894657,"@AmazonHelp Whenever I log in after clicking that link, it tells me that I've never placed an order on my account.","@332429 I'm sorry, try this link instead: https://t.co/c0z1GSOPqV ^MB"
108229,@AmazonHelp How can I reach an actual person in the fraud department? All I’ve gotten is an automated response that isn’t helpful. I CAN’T lose all of this money. I’m a broke college student that used what I had to get a camera for my classes and now I’ve got nothing. I want my money back,@140023 Could you please confirm what was advised within the email? ^BD
108231,@AmazonHelp To talk to customer service which I already did.,"@140023 When you spoke with Customer Service, did they let you know that an Account Specialist would get back with you within 1-2 business days? ^GP"
894663,@116875 LOS ODIO.,"@332430 Hola Carmen, ¿tienes algún inconveniente? ^LG"
108243,@AmazonHelp Hi. I had a notification today saying my parcel had arrived but I haven’t got it.,@140025 I'm sorry you haven't received your order. Here are some tips to help you locate your order: https://t.co/xvtUDSdExC^CO
894704,@115821 hey why didn’t my book come after I preordered??!! 😢 @118617 @AmazonHelp,"@332439 I'm sorry your book hasn't arrived. Has it shipped? If so, is there any tracking info here: https://t.co/Y5jpI9gRhE? ^RA"
2205428,"@AmazonHelp Even i have submitted all my log files, after that @115850 is invisible",@644828 If you've shared the details using secured link then we will get in touch with you at the earliest possible. ^RI
108288,.@6325 not sure why my @115821 account always seems to get disconnected. What’s up?,"@140035 Hrm, that is curious Elizabeth! What do you mean by 'disconnect' exactly? Are you losing connection? Also, which platform are you using to browse the website, PC or mobile? Plesae give us a little more info and we'd be happy to help. ^JD"
108295,"As a regular customer of @115850 
I really wait every day for amazon app quiz, which has amazing prizes and also a genuin competition is held through it.
#AmazonPayAppQuiz","@140037 Aww thank you, we appreciate the kind words. It's nice of you to follow up with a tweet. :) ^SG"
2205456,Poke @87179 https://t.co/p1nHnkGTAo,"@644833 Bonjour, actuellement, cet article n'est disponible que pour les clients situés en France: https://t.co/J8lltD7nUr. ^ASZ"
1480415,"Ordered Hanging rod from @115850 , got a defective one and in replacement too got another defective rod. Very disappointing @AmazonHelp https://t.co/LwGs8DofVw",@463762 I'm sorry for the unpleasant experience with the order received. Call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this sorted.^MJ
959387,"@AmazonHelp リプライありがとうございます。
確認してみたら多分そのようで…「まとめて発送」があると聞いたことがあったので送料を抑えようと今回まとめて注文しようとしてたのですが、出品者が違えばその設定はできないのですね……わかりました。ありがとうございました。",@347621 ご参考までにAmazonが発送する場合はオプションで選択が可能です→https://t.co/PjSvlamPb8 サービス内容についてご不明点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK
2205482,@115821 I’ve just ordered something off yous and received no confirmation email...,@644840 That's odd! Is it showing up in your orders? You can check here: https://t.co/aaDyEz1VgE ^TR
1419052,kindleアプリの調子が悪くて 読みたいのに読めないっす…,"@449837 ツイート拝見しました、Amazonです。
使用していないアプリの強制停止、端末の再起動をお試しください。改善がない場合は、カスタマーサービスまでお問い合わせください。https://t.co/J6YEizo6qC　MH"
1419054,What happened to 2 day shipping? @115821 https://t.co/7FIZ13aHBT,@449838 include the amount of time needed to process your order. Here is some more info: https://t.co/8yFgWD16gP (2/2) ^TN
1419057,"@AmazonHelp still haven’t received my Mario odyssey from July preorder, amazon sent to wrong address and still nothing, any help?",@449839 Uh oh! I'm sorry about that. Have you been able to reach us here to talk about options: https://t.co/hApLpMlfHN? ^BL
2467632,@115830 what's the point? #waste #Sustainability #environment #dontcare #GlobalWarming #stupid #targets #fail #failure #treekillers https://t.co/zR4kjqkPrU,"@706050 Oh wow! Sorry about that, Abu! You are more than welcome to submit feedback on the packaging here:https://t.co/pq8smTHTFv ^SA"
2467634,"Poxa @117086 essa promoção do Kindle foi bem rápida, deveria ter durado mais tempo. Alguma chance de voltar? ♥️😀","@706051 Olá, Bruno! As futuras promoções serão anunciadas diretamente no nosso site oficial e redes sociais. Fique de olho! 👀 ^CR"
2467641,"This is the third time in a row Amazon has dropped the ball. They keep missing delivery dates, and coming on days the office is closed.",@706054 I'm sorry to hear about this! We'd like to help. Who's the carrier listed for your order here: https://t.co/Y5jpI9gRhE? ^HC
1419068,"Here's what I ordered: two ""ten piece"" packs of bulbs vs. what @115821 sent me: two individual bulbs. 😡 https://t.co/PSIA3q7Mel","@449843 I'm so sorry, Tim! Please contact us via phone or chat so we may see what options are available: https://t.co/hApLpMlfHN ^KL"
1419071,Dear @115821 what is the point of next day delivery if you can’t deliver? Very disappointed!,@449844 I'm sorry for the poor experience! What's the current status of the tracking information here: https://t.co/Y5jpI9gRhE? ^SB
2467647,"@115830 My Prime order was due for delivery by 9pm today.Been in all day waiting, and no delivery. Disappointed.",@706055 I'm very sorry for this delay with your order's delivery. Let us look into this with you here: https://t.co/JzP7hlA23B ^DO
2205513,@AmazonHelp I've contacted the delivery people 😐,@644850 When you spoke with them what information did they provide? ^GR
2205516,@AmazonHelp They say it takes up to 12hrs for a reply,"@644850 I understand your concern, Hannah. Please let us know if you don't hear anything after 12 hours. We're here for you. ^SK"
2467659,@117795 @115821 @AmazonHelp your driver did NOT attempt to deliver my package TODAY as I paid for. Have them bring it now. Pissed! 😡,@706056 Sorry for the frustration! I'd like a member of my team to look into this! Let us know more:https://t.co/aUv90Ki39f ^AD
2205522,"@116090 Once again, replacement products for previously damaged items; 50% of the items damaged originally, so far 50% damaged again.",@644852 Sorry to hear it Barry- Have you reported this to us directly? ^NV
2205545,"@AmazonHelp When will I be able to access my account, already suffered lot of loss case - 4505724421, __email__ no reply","@644860 We'd like to help if we can! Without personal or account info, can you tell us what's going on? ^TR"
1480432,@119625 can you guys update mr robot :/ no episodes after 12th of season 2 :/ ASAP #MRROBOT #AMAZONPRIME,@229899 Movies &amp; Latest TV sections on the homepage. (2/2) ^GK
2205630,"@AmazonHelp Tentativo di phishing via email ai danni di alcuni vostri clienti, link porta alla pagina in screenshot precedente https://t.co/9sKENz9hSs","@644889 Grazie Dave, per segnalare ogni tentativo di phishing segui pure le indicazioni che trovi qui: https://t.co/QZPEzCXzxc. ^LF"
2205631,#phishing @AmazonHelp h[tt]p://aggiornamento-amazon-informa.dynamic-dns.net/amz/ @179197 https://t.co/hJZ05J5OSZ,@644889 Potresti fornirci maggiori informazioni? ^VE
632770,"@115850 For every Amazon sale, websites like these are faking customers using Amazon brand logo. Try to stop. https://t.co/Zctsya9BLw",@269983 Thanks for flagging this. I have forwarded this to the concerned team to get checked. ^HA
1157175,@AmazonHelp Your Contact us form doesn't seem to have a drop down option for Returned packages.,"@392216 Oh no! Please choose ""Returns and Refunds"" and then ""Other return issue"" for the contact us form so we can help! ^TG"
2467917,"@115821 I have credit card statements with multiple unauthorized Amazon charges that aren't being made from my account. I believe it may be a family member, is there a way for me to find out?","@669974 Hi there, I'm sorry to see this! We can investigate the unauthorized charges with you in real time here: https://t.co/hApLpMlfHN ^DW"
2467926,"@AmazonHelp Nope, has been ""Arriving today"" since I last checked.","@706115 We'd like to look into this further for you. When you have a moment, please provide us with your details here: https://t.co/LZtOQYU8W6 ^AC"
2467935,"A @115821 se le va a solapar el #BlackFriday con el #CyberMonday y mira, qué lío.",@706116 Hola Lola. ¿Has aprovechado nuestras ofertas? ^JJ
2467934,"@AmazonHelp Aún no, pero la noche es joven... 😋","@706116 ¡Claro, Lola!. Será imposible resistirse a las ofertas.😍 Cuéntanos, ¿qué te gustaría comprar? ^AA"
2467937,@AmazonHelp Varias cositas... 😋,@706116 Esperamos que logres comprar todas las cosas que quieres y que aproveches las ofertas. 😃 ^AA
2467940,"@AmazonHelp No, me aparece que al iniciar sesión dice que los pedidos están pasados por actividad sospechosa y fue bloqueada la cuenta, y pide subir un estado de cuenta para verificar mi identidad","@706117 Gerardo, ¿puedes revisar tu bandeja de correos no deseados"" para verificar si los especialistas de cuenta te han mandado las instrucciones? ^LC"
942139,@115821 I’m supposed to open my bag of dog food when I get it. It’s not supposed to be shipped to me already open https://t.co/wWbsyCIeXD,@343342 That's not good! We'd like to look into available options w/ you. Reach us via phone/chat here: https://t.co/hApLpMlfHN ^KP
2467950,Dear @115821 thanks for being awesome. I don’t have prime membership but my order yesterday has been already delivered today. So cool you guys!,@138105 Glad we could be of service! 📦😁
1157231,"@AmazonHelp I've tried everything. Factory reset etc. It's completely random, drops signal at any time on any day. Almost unusable now.","@392229 Oh no, Ben! Let's do some live troubleshooting together by phone or chat here: https://t.co/JzP7hlA23B ^TG"
1157235,"@133929 - Hi, Pls share the current status of my shipment- 1762913014. When will it get delivered?? No update after 30th Sept.",@210669 I’m sorry your order isn't delivered yet. (1/2) ^MD
2467957,"@115850 I think Indian Alexa should come equipped with multiple languages. Cause at some point, you're gonna feel foolish speaking exclusively in English at home...#justsaying","@706120 I've noted your comments and will be sure to forward this as a feedback internally, Samhita. Thanks! ^MP"
2467959,"When you get back from #Thanksgiving with family &amp; @115821 has delivered your multiple orders, &amp; some scumback stole all of it off your enclosed porch. #HolidaySpirit @45658","@706121 Oh no! I'm so sorry to hear your orders were stolen! I can understand what a frustrating thing that is to come home to. Please reach out to us here: https://t.co/EKXRLsnxJu, so we can see what options may be available. ^JN"
1157249,@115850 pls help me order from ur site without applying pantry feature. I didnt find this feature useful at all,@392232 Could you please let us know which products are you trying to place an order for ? ^AS
1157258,Real footage of my @115821 delivery driver dropping off my package in the wrong location and booking it. https://t.co/suRmLwDMFP,"@392234 I'm sorry to hear this, Jeremy! Do you care to tell us the carrier listed for your order here: https://t.co/Y5jpI9gRhE ^HC"
895114,@117086 mores cadê os 40 reais que tá falando que ia ser na promo da feira de livros? https://t.co/XWlWcliGKT,"@144108 Oi Sky, o desconto será aplicado na página de conclusão da compra, na seção Promoções aplicadas do Resumo do pedido. ^LG"
1157260,@AmazonHelp Your apps consistently fail. I have to reset often. It’s right next to the router.  Just tired of it.,@202707 Can you tell us more about what happens when they fail and which apps are failing? We'd like to help. ^KH
1157263,"@AmazonHelp All of them.  Pick an app, it fails.  HBO Go, Netflix, Sunday Ticket and so on",@202707 Do you receive an error message? Exactly what happens when you attempt to launch them? ^LB
1943691,@AmazonHelp Yes i have shared the whole concern,"@577875 Thank you for keeping us posted, Deep. We will have this checked and will get back to you soon with an update. ^KS"
1157267,@AmazonHelp You contact me,"@202707 We have no way to make outbound calls/chats/etc from here, please use the link we've provided to reach out. ^JE"
1157269,@AmazonHelp The link brings me to my amazon sign in,"@202707 Once you sign in, you'll see a page to provide a little info regarding what's going on. ^JA"
1157272,@AmazonHelp Anyways please hlp me in the delivery process..it's not shipped yet..,@236418 Orders are shipped and mapped for the delivery based on the estimated delivery date provided. ^RI
1157284,@115850 cheating customers with price fluctuations,@193712 Pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer (1/2)
1943747,@AmazonHelp I did write on a similar tweet from @115850,@569744 Please share your details Firas and we'll get back to you. ^HN
2366259,MERCI @120533 @236397 &amp; @117014 !!! La fin de ma vie sociale viens de commencer 😂👌🔥,"@683078 À vos manettes ! Prêt ! Go ! 🎮🎮
^MD"
2730228,@120533 vous passez par chronopost pour la livraison de colis maintenant ? Fini colis prive?,"@765451 Bonjour,
Avez-vous un souci avec la livraison d'une commande effectuée sur Amazon?
^MD"
2730230,@AmazonHelp Envié DM con mi situacion !!!!!,"@250791 Hola Joseph, hemos respondido tu consulta por DM. ^DA"
2468092,@AmazonHelp It was supposed to be shipped on 10/27 with a delivery of 10/31.,"@218111 There is still time to make the delivery, Chris, so please keep us posted. If you don't get it by the 31st, let us know! ^JD"
2468100,@706153 @115821 me right now with their crappy customer service and 3 messed up packages and orders,"@455387 Oh no! Three messed up orders is three too many, Nicholas! Without personal details, can you tell us what happened? ^JD"
1943819,@115850 you say ise apni hi dukan samjho .. apni dukan delivers on time what they commit.,"@341855 We've responded to you here: https://t.co/Hxnm2mmdeQ, request you to check. ^MA"
2730253,"@116875 hola un teléfono donde me pueda comunicar con uds, me llego un mail de especialista Amazon solicitando mi edo de cuenta. Quiero saber si esto es real","@765454 Hola. Para obtener información sobre como identificar un correo de Amazon pulsa el siguiente enlace: https://t.co/SMojgL95K4
Por otra parte, ¿actualmente tienes acceso a tu cuenta?
Saludos, 
^DB"
2730266,@AmazonHelp People who don’t have a clue what there on about when you try ask simple questions to be passed from pillar to post!,@765457 We will be happy to help you as best we can here Heidi. Whats the issue you're having? ^SM
2730272,"@AmazonHelp I have lost count, but it's happened again today. An email at 3.00pm saying you've tried to deliver my package. No-one has been near the place nor tried to contact me. This was something bought last Friday on ""One-Day Delivery"" Your logistics are beyond exasperating.",@447203 I'm sorry your package hasn't been delivered. Please contact us by phone or chat so we can assist you in real-time: https://t.co/qy3J24VGxb  ^AF
1943841,@AmazonHelp Qual o telefone?,@124295 Você pode contatar ao SAC por este link: https://t.co/qGpkDwGRhX. ^DA
2730276,@AmazonHelp My apology i did not know that fastrack is a sub brand of titan. Thnx  for the help. Watch deliverd on time thnx for that also.,"@318322 You're welcome, Abhishek. I'm happy to hear that. Thanks for reaching out to us. ^JC"
2730284,@AmazonHelp You claim that the weight on dispatch suggests that all items were posted and yet there is no way 5 would have fit in the packaging... https://t.co/Nw9hiovgJC,@765460 I'm sorry for the trouble with your order. When we spoke did we discuss next steps or set a follow up with you? ^AN
2730289,@AmazonHelp Amazon US. I’ve made sure to update the app and Whispersync is on. Not sure why this has started happening. It was fine up until a month or so ago.,"@760181 Have you tried steps listed here: https://t.co/VvgBLPWsU0?
If so, and you're still having problems, we can try some real time troubleshooting with you here: https://t.co/hApLpMlfHN ^NC"
1943860,@115850 @AmazonHelp I have made an order of 3 items and and due to some personal reasons I had to cancel it. And I had to pay Rs.700 .👇,"@170126 Do not worry, we'll have this checked for you. Please contact us here: https://t.co/TK4yevTaND. ^NR"
2730307,Nice from one of your delivery drivers @115830 @AmazonHelp 🤦🏼‍♂️🤬 https://t.co/6JwRwb3TFX,"@765465 We’d like to take a closer look at this for you, please send us your info here: https://t.co/2rXFLLcEW5 ^TM"
2730310,@AmazonHelp package says delivered on Friday November 17th yet I was home all weekend and haven’t seen anything... cool...,"@506076 Hello Chris! Thanks for reaching out today. I'm sorry the package has yet to show, but we'll be more than happy to review the best options here: https://t.co/233GuUIPkP via phone or chat support. ^TM"
1681740,"Hey @115850 if @116439 4K bought from USA, works in India? 
Cc: @418728 ?",@169498 Due to geographical restrictions you won't be able to use Fire TV stick here. ^AS
1681742,Decepcionada com a @2600. Pedi uma quantidade grande de livros de lá e todos vieram com os cantos danificados numa embalagem péssima,"@511296 Bom dia, respondemos lhe via mensagem directa, obrigado ^AR"
2730320,#buono @117634 fremo nel pensiero di quali #ebook prendere dalla mia wishlist 😍,@765467 Allora buona fortuna e buona lettura! 😁 📚 ^PS
1681747,Esperando que @116875 me cobre mi #XboxOneX #ProjectScorpio .... Vamos Amazon! Confirma mi envió para manana!,"@511298 Hola, ¿cuál es la fecha estimada de entrega que se muestra en el correo de confirmación del pedido? ^KS"
1419604,"Alá eu assinando outro serviço de streaming, agora o da @115821","@450005 Olá, André! Com certeza você vai adorar o conteúdo da Prime Video. Abraço! :D ^CR"
1419615,@115821 farms customer service. Losses customers due to annoying bullshit run around. You care nothing about customer service. Fuck You,"@450010 I'm sorry to hear we've let you down! Without providing account information, could you tell us more about what's going on? ^ML"
1681762,@AmazonHelp done. Expecting an explanation on ur call.,"@511301 Thank you for confirming, our team will get back to you soon. Request you to wait till then. ^SK"
2206064,@AmazonHelp How do I access the chat option? Please send a direct link.,@487567 The link provided earlier by DO will take you to the chat option. ^LJ
1681779,@AmazonHelp How many times I have to fill? I know about your services you guy's never accept ur mistakes you @115850 simply play wit common ppl money,"@451686 I get you being upset, Sridhar. If you have shared the details, our team shall reach out to you soon. ^MP"
2206068,@115830 what is your international customer service phone number? You ruined my order with no explanation. I need help please.,"@487567 Hello. We have e-mail and chat options available as well if you'd like to use those resources (e-mail may take up to 24 hours for a response): https://t.co/JzP7hlA23B For International calls, use this number: +44 203 356 6212  ^DO"
1681785,@AmazonHelp U almst took 8 days @115850 tak 1 day 1 mor month also it's not UR money Y U ll bother? U guys geting salry by deducting our money lik tis,@451686 Our team has sent a correspondence to you. Kindly check it here: https://t.co/8DAc10S7ww ^AP
2887324,@115850 was promised delivery today. No news!,@800685 We do not have time specific deliveries. Your order should be delivered to you by end of the day. ^RB
1681798,@AmazonHelp Because I am a student in the UK. How can we rectify this? 2/2,"@410832 Prime Student is £39 per year after the 6-month free trial, Ahmed. You can find helpful info here: https://t.co/Ui79NV5tHw ^AD"
1681806,"@AmazonHelp Hi, it has been well over 2 weeks now and I still have not received the item nor has @115830 responded to my claim that I filed,",@511305 We can't access account info via twitter but want to help. Please contact us directly here: https://t.co/JzP7hlA23B ^JF
1681808,@AmazonHelp It was done just under a week ago.,"@511305 It may take up to 2 weeks for a response with the outcome. If you don't hear back by then, contact us: https://t.co/JzP7hlA23B ^LI"
1681810,"@AmazonHelp I've contacted Amazon, still no reply from the claim i filed.",@511305 When did you file your claim? A-to-z Guarantee claims typically take 1-2 weeks to process. ^ME
1681812,"@115830 Hi. I placed an order a month ago, delivery date exceeded. No item delivered. No response from emails sent. Both seller and amazon",@511305 I'm sorry you never heard back from us or the seller. Please file an A-to-z Guarantee Claim: https://t.co/Afzn1oKKMN ^MG
2206102,"Well, @115828 screwed up and didn’t ship this in an outer box, but at least it’s here. 😕 https://t.co/0wHjMIHgFp",@645023 Oh no! I'm so sorry your package arrived like this. I hope the item inside is not damage and all the pieces are together. Let us know! ^LH
1681819,@117086 Cadê promoção de kindle?,"@140026 Vanilla, no momento não temos previsão, mas continua de olho no site para ficar sabendo das novidades. ❤ ^DA"
371096,@AmazonHelp ありがとうございます。リンク先へ問い合わせます。,"@203877 お手数をおかけいたしますがどうぞよろしくお願いいたします。
これからも、お気づきの点などございましたらご遠慮なくお知らせください。　MH"
371101,So the item I ordered on @115821 was supposed to be delivered today. I check and it said 'delivery attempted' where's my stuff?!,@203878 I'm sorry for the inconvenience. Can you confirm who the carrier is for your order: https://t.co/3kQwjObgTc?
371109,@AmazonHelp Thank you! 😁,@203878 You're welcome! ^EM
1681838,We all love @115821 deliveries. 📦😻 https://t.co/fcTJ3jIi6p,@511309 Awww! 🙀 Cats think Amazon is pretty purr-fect! 😸  ^AD
371118,.@AmazonHelp Out for delivery at 6:46 am now almost 4:00pm and still no joy. I've got a bad feeling about this!,@203879 Packages can arrive anytime before 9:00pm. Please let us know if it doesn't arrive by this time. ^GM
371116,@AmazonHelp Package arrived! Thank you! :),@203879 I'm happy to hear this! I hope you enjoy the rest of your weekend. ^ST
371124,"@AmazonHelp hey I have a question, do you guys ship on on Columbus Day?","@203881 Great question! Yes, we do ship on Columbus Day, however certain carriers will not deliver on the holiday. ^BH"
2206156,@AmazonHelp Carbonara!,@645035 Aspettiamo la foto del piatto per rifarci il palato 😋. ^BC
2206157,Per fortuna c’è #amazonpantry e anche noi possiamo comprare la @87116... @120540 @87117 ❤️ https://t.co/vZYk8h7vzZ,@645035 Alla carbonara o al ragù? 😋 ^CS
2206163,3 days waiting for my Project Scorpio XB1X. Amazon UK finally delivered it &amp; this is what I got! Good job Amazon. @XboxSupport @15913 @115821 https://t.co/kVTUKBPVo0,"@645037 Oh no! This certainly isn't how our deliveries normally go, Dean! We'd love to get this straightened out for you. Please use the following link, select the method of contact you prefer, and we'll get right to work for you!  https://t.co/JzP7hlA23B ^JD"
2206166,"@AmazonHelp Bonsoir, j’en suis à 12appels à votre service client depuis lundi à cause de 3 commandes ayant posées problème sur le délai de livraison 4jours au lieu de 24h. Un superviseur de Dublin m’a raccroché au nez. Je rappel ensuite on le promet un rappel dans la soirée mais rien.","@628841 Bonsoir, votre dossier est toujours pris en charge par notre SAV la solution appropriée vous sera proposée dès que les recherches nécessaires seront effectuées. Merci pour votre patience et compréhension. ^MH"
1480560,@AmazonHelp I was offered the money to buy a replacement tablet which I’m still waiting for a week later and I’m not sure I want purchase from you,"@463798 I would like for a specialist to review this, Chris. Please fill out additional information here: https://t.co/6zVSDbTVg4 ^SK"
2887359,知らない間にAmazonプライムの会員になっちゃってたわ。記憶ねーから怖い,@800694 (1/2) 以前無料体験で、お急ぎ便などプライム特典をご利用になったことはございませんか？お申し込み時にメールでその旨お知らせしております。メッセージセンターよりご確認ください。https://t.co/V95RkdSY3j  設定を変更されない場合、期間終了後本会員に移行します。 RI
282206,@AmazonHelp My issue is not listed. Please don't be more ineffective and inefficient than you already are.,@183225 You may select more order issues in the drop down and get in touch with our support team. We'll be glad to help. ^OS
2887371,"El paquete que tenía que recibir de @115821 así lo entrega @137863 , menuda panda de sinverguenzas vuestros repartidores!!! Va a volver a pedir algo en Amazon vuestra p u t a madre!! https://t.co/R5AWIQjSUS","@800696 Hola Angel, sentimos mucho esta experiencia. ¿Podrías confirmarnos si el producto presenta algún daño? ^DA"
2468545,"My Amazon fireTV stick's remote is consuming lot of battery, I've changed batteries twice is last 2 months! Is this normal for all users or only me? cc: @AmazonHelp https://t.co/jm7Yd0F8ag","@706249 We’d like to help you, please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN"
